"csu_id","trap_id","year","week","trap_date","county","method","spp","total","test_code","cq","copies_WNV","seq","zone"
"CSU00000","LV-122",2014,30,"2014-07-23","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU6055","LV-123",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"LV"
"CSU6056","LV-123",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"LV"
"CSU6057","LV-123",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"LV"
"CSU6058","LV-123",2014,30,"2014-07-22","LC","L","Tarsalis",50,1,NA,NA,NA,"LV"
"CSU6059","LV-123",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"LV"
"CSU6060","LV-123",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"LV"
"CSU6061","LV-123",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"LV"
"CSU6062","LV-123",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"LV"
"CSU6063","LV-123",2014,30,"2014-07-22","LC","L","Tarsalis",11,0,NA,NA,NA,"LV"
"CSU6054","LV-123",2014,30,"2014-07-22","LC","L","Pipiens",36,0,NA,NA,NA,"LV"
"CSU00000","LV-124",2014,30,"2014-07-22","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-124",2014,30,"2014-07-22","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-125",2014,30,"2014-07-22","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-125",2014,30,"2014-07-22","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-FLOAT",2014,30,"2014-07-22","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-FLOAT",2014,30,"2014-07-22","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU6005","FC-006",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU6006","FC-006",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU6007","FC-006",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU6008","FC-006",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU6009","FC-006",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU6010","FC-006",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU6011","FC-006",2014,30,"2014-07-21","LC","L","Tarsalis",38,0,NA,NA,NA,"NE"
"CSU6012","FC-006",2014,30,"2014-07-21","LC","L","Pipiens",49,0,NA,NA,NA,"NE"
"CSU6013","FC-006",2014,30,"2014-07-21","LC","L","Pipiens",2,0,NA,NA,NA,"NE"
"CSU6018","FC-014",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU6019","FC-014",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU6020","FC-014",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU6021","FC-014",2014,30,"2014-07-22","LC","L","Tarsalis",43,0,NA,NA,NA,"NE"
"CSU6022","FC-014",2014,30,"2014-07-22","LC","L","Pipiens",4,0,NA,NA,NA,"NE"
"CSU6023","FC-014",2014,30,"2014-07-22","LC","L","Pipiens",6,0,NA,NA,NA,"NE"
"CSU5982","FC-019",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5983","FC-019",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5984","FC-019",2014,30,"2014-07-21","LC","L","Tarsalis",20,0,NA,NA,NA,"NE"
"CSU5981","FC-019",2014,30,"2014-07-21","LC","L","Pipiens",18,0,NA,NA,NA,"NE"
"CSU5956","FC-034",2014,30,"2014-07-21","LC","L","Tarsalis",34,0,NA,NA,NA,"NE"
"CSU00000","FC-034",2014,30,"2014-07-21","LC","L","Pipiens",0,NA,NA,NA,NA,"NE"
"CSU5941","FC-038",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5942","FC-038",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5943","FC-038",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5944","FC-038",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5945","FC-038",2014,30,"2014-07-21","LC","L","Tarsalis",48,0,NA,NA,NA,"NE"
"CSU5940","FC-038",2014,30,"2014-07-21","LC","L","Pipiens",11,0,NA,NA,NA,"NE"
"CSU5994","FC-040",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5995","FC-040",2014,30,"2014-07-21","LC","L","Tarsalis",47,0,NA,NA,NA,"NE"
"CSU5960","FC-040",2014,30,"2014-07-21","LC","L","Pipiens",8,0,NA,NA,NA,"NE"
"CSU5996","FC-040",2014,30,"2014-07-21","LC","L","Pipiens",6,0,NA,NA,NA,"NE"
"CSU00000","FC-040GR",2014,30,"2014-07-21","LC","G","Tarsalis",0,NA,NA,NA,NA,"NE"
"CSU00000","FC-040GR",2014,30,"2014-07-21","LC","G","Pipiens",0,NA,NA,NA,NA,"NE"
"CSU5961","FC-066",2014,30,"2014-07-21","LC","L","Tarsalis",2,0,NA,NA,NA,"NE"
"CSU5963","FC-066",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5964","FC-066",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5965","FC-066",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5966","FC-066",2014,30,"2014-07-21","LC","L","Tarsalis",23,0,NA,NA,NA,"NE"
"CSU5962","FC-066",2014,30,"2014-07-21","LC","L","Pipiens",11,0,NA,NA,NA,"NE"
"CSU5967","FC-066",2014,30,"2014-07-21","LC","L","Pipiens",42,0,NA,NA,NA,"NE"
"CSU00000","FC-066GR",2014,30,"2014-07-21","LC","G","Tarsalis",0,NA,NA,NA,NA,"NE"
"CSU00000","FC-066GR",2014,30,"2014-07-21","LC","G","Pipiens",0,NA,NA,NA,NA,"NE"
"CSU5968","FC-067",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5969","FC-067",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5970","FC-067",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5971","FC-067",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5972","FC-067",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5973","FC-067",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5974","FC-067",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5975","FC-067",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5976","FC-067",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5977","FC-067",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5978","FC-067",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5979","FC-067",2014,30,"2014-07-21","LC","L","Tarsalis",46,0,NA,NA,NA,"NE"
"CSU5980","FC-067",2014,30,"2014-07-21","LC","L","Pipiens",17,0,NA,NA,NA,"NE"
"CSU5985","FC-069",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5986","FC-069",2014,30,"2014-07-21","LC","L","Tarsalis",41,0,NA,NA,NA,"NE"
"CSU5987","FC-069",2014,30,"2014-07-21","LC","L","Pipiens",3,0,NA,NA,NA,"NE"
"CSU5997","FC-072",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5998","FC-072",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU5999","FC-072",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU6000","FC-072",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU6001","FC-072",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU6002","FC-072",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NE"
"CSU6003","FC-072",2014,30,"2014-07-21","LC","L","Tarsalis",4,0,NA,NA,NA,"NE"
"CSU6004","FC-072",2014,30,"2014-07-21","LC","L","Pipiens",12,0,NA,NA,NA,"NE"
"CSU5958","FC-091GR",2014,30,"2014-07-21","LC","G","Tarsalis",2,0,NA,NA,NA,"NE"
"CSU5957","FC-091GR",2014,30,"2014-07-21","LC","G","Pipiens",7,0,NA,NA,NA,"NE"
"CSU00000","FC-092GR",2014,30,"2014-07-21","LC","G","Tarsalis",0,NA,NA,NA,NA,"NE"
"CSU00000","FC-092GR",2014,30,"2014-07-21","LC","G","Pipiens",0,NA,NA,NA,NA,"NE"
"CSU6137","FC-011",2014,30,"2014-07-23","LC","L","Tarsalis",7,0,NA,NA,NA,"NW"
"CSU6138","FC-011",2014,30,"2014-07-23","LC","L","Pipiens",3,0,NA,NA,NA,"NW"
"CSU6131","FC-015",2014,30,"2014-07-23","LC","L","Tarsalis",19,0,NA,NA,NA,"NW"
"CSU00000","FC-015",2014,30,"2014-07-23","LC","L","Pipiens",0,NA,NA,NA,NA,"NW"
"CSU5988","FC-036",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NW"
"CSU5989","FC-036",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NW"
"CSU5990","FC-036",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"NW"
"CSU5991","FC-036",2014,30,"2014-07-21","LC","L","Tarsalis",11,0,NA,NA,NA,"NW"
"CSU5992","FC-036",2014,30,"2014-07-21","LC","L","Pipiens",1,0,NA,NA,NA,"NW"
"CSU5993","FC-036",2014,30,"2014-07-21","LC","L","Pipiens",3,0,NA,NA,NA,"NW"
"CSU6143","FC-041",2014,30,"2014-07-23","LC","L","Tarsalis",50,0,NA,NA,NA,"NW"
"CSU6144","FC-041",2014,30,"2014-07-23","LC","L","Tarsalis",50,0,NA,NA,NA,"NW"
"CSU6145","FC-041",2014,30,"2014-07-23","LC","L","Tarsalis",50,0,NA,NA,NA,"NW"
"CSU6146","FC-041",2014,30,"2014-07-23","LC","L","Tarsalis",50,0,NA,NA,NA,"NW"
"CSU6147","FC-041",2014,30,"2014-07-23","LC","L","Tarsalis",50,0,NA,NA,NA,"NW"
"CSU6148","FC-041",2014,30,"2014-07-23","LC","L","Tarsalis",50,0,NA,NA,NA,"NW"
"CSU6149","FC-041",2014,30,"2014-07-23","LC","L","Tarsalis",5,0,NA,NA,NA,"NW"
"CSU6150","FC-041",2014,30,"2014-07-23","LC","L","Pipiens",16,0,NA,NA,NA,"NW"
"CSU6114","FC-049",2014,30,"2014-07-23","LC","L","Tarsalis",36,0,NA,NA,NA,"NW"
"CSU6115","FC-049",2014,30,"2014-07-23","LC","L","Pipiens",7,0,NA,NA,NA,"NW"
"CSU6123","FC-052",2014,30,"2014-07-23","LC","L","Tarsalis",50,0,NA,NA,NA,"NW"
"CSU6124","FC-052",2014,30,"2014-07-23","LC","L","Tarsalis",30,0,NA,NA,NA,"NW"
"CSU6125","FC-052",2014,30,"2014-07-23","LC","L","Pipiens",2,0,NA,NA,NA,"NW"
"CSU6139","FC-061",2014,30,"2014-07-23","LC","L","Tarsalis",50,0,NA,NA,NA,"NW"
"CSU6140","FC-061",2014,30,"2014-07-23","LC","L","Tarsalis",50,0,NA,NA,NA,"NW"
"CSU6141","FC-061",2014,30,"2014-07-23","LC","L","Tarsalis",3,0,NA,NA,NA,"NW"
"CSU6142","FC-061",2014,30,"2014-07-23","LC","L","Pipiens",3,0,NA,NA,NA,"NW"
"CSU6135","FC-063",2014,30,"2014-07-23","LC","L","Tarsalis",19,0,NA,NA,NA,"NW"
"CSU6110","FC-063",2014,30,"2014-07-23","LC","L","Pipiens",20,0,NA,NA,NA,"NW"
"CSU00000","FC-063GR",2014,30,"2014-07-23","LC","G","Tarsalis",0,NA,NA,NA,NA,"NW"
"CSU00000","FC-063GR",2014,30,"2014-07-23","LC","G","Pipiens",0,NA,NA,NA,NA,"NW"
"CSU6111","FC-073",2014,30,"2014-07-23","LC","L","Tarsalis",50,0,NA,NA,NA,"NW"
"CSU6112","FC-073",2014,30,"2014-07-23","LC","L","Tarsalis",44,0,NA,NA,NA,"NW"
"CSU6113","FC-073",2014,30,"2014-07-23","LC","L","Pipiens",9,0,NA,NA,NA,"NW"
"CSU00000","FC-090GR",2014,30,"2014-07-23","LC","G","Tarsalis",0,NA,NA,NA,NA,"NW"
"CSU6108","FC-090GR",2014,30,"2014-07-23","LC","G","Pipiens",50,0,NA,NA,NA,"NW"
"CSU6109","FC-090GR",2014,30,"2014-07-23","LC","G","Pipiens",17,0,NA,NA,NA,"NW"
"CSU5949","FC-004",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU5950","FC-004",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU5951","FC-004",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU5952","FC-004",2014,30,"2014-07-21","LC","L","Tarsalis",50,1,NA,NA,NA,"SE"
"CSU5953","FC-004",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU5954","FC-004",2014,30,"2014-07-21","LC","L","Tarsalis",18,0,NA,NA,NA,"SE"
"CSU5955","FC-004",2014,30,"2014-07-21","LC","L","Pipiens",28,0,NA,NA,NA,"SE"
"CSU6077","FC-023",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6078","FC-023",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6079","FC-023",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6080","FC-023",2014,30,"2014-07-22","LC","L","Tarsalis",41,0,NA,NA,NA,"SE"
"CSU6081","FC-023",2014,30,"2014-07-22","LC","L","Pipiens",9,0,NA,NA,NA,"SE"
"CSU6087","FC-027",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6088","FC-027",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6089","FC-027",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6090","FC-027",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6091","FC-027",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6092","FC-027",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6093","FC-027",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6094","FC-027",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6095","FC-027",2014,30,"2014-07-22","LC","L","Tarsalis",52,0,NA,NA,NA,"SE"
"CSU6096","FC-027",2014,30,"2014-07-22","LC","L","Pipiens",30,0,NA,NA,NA,"SE"
"CSU6164","FC-029",2014,30,"2014-07-24","LC","L","Tarsalis",1,0,NA,NA,NA,"SE"
"CSU6171","FC-029",2014,30,"2014-07-24","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6172","FC-029",2014,30,"2014-07-24","LC","L","Tarsalis",21,0,NA,NA,NA,"SE"
"CSU6161","FC-029",2014,30,"2014-07-24","LC","L","Pipiens",50,0,NA,NA,NA,"SE"
"CSU6162","FC-029",2014,30,"2014-07-24","LC","L","Pipiens",50,0,NA,NA,NA,"SE"
"CSU6163","FC-029",2014,30,"2014-07-24","LC","L","Pipiens",39,0,NA,NA,NA,"SE"
"CSU6173","FC-029",2014,30,"2014-07-24","LC","L","Pipiens",4,0,NA,NA,NA,"SE"
"CSU00000","FC-029GR",2014,30,"2014-07-24","LC","G","Tarsalis",0,NA,NA,NA,NA,"SE"
"CSU00000","FC-029GR",2014,30,"2014-07-24","LC","G","Pipiens",0,NA,NA,NA,NA,"SE"
"CSU6024","FC-031",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6025","FC-031",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6026","FC-031",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6027","FC-031",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6028","FC-031",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6029","FC-031",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6030","FC-031",2014,30,"2014-07-22","LC","L","Tarsalis",28,0,NA,NA,NA,"SE"
"CSU6031","FC-031",2014,30,"2014-07-22","LC","L","Pipiens",6,0,NA,NA,NA,"SE"
"CSU6015","FC-039",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6016","FC-039",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6017","FC-039",2014,30,"2014-07-22","LC","L","Tarsalis",43,1,NA,NA,NA,"SE"
"CSU00000","FC-039",2014,30,"2014-07-22","LC","L","Pipiens",0,NA,NA,NA,NA,"SE"
"CSU6039","FC-046",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6040","FC-046",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6041","FC-046",2014,30,"2014-07-22","LC","L","Tarsalis",29,0,NA,NA,NA,"SE"
"CSU6042","FC-046",2014,30,"2014-07-22","LC","L","Pipiens",7,0,NA,NA,NA,"SE"
"CSU6037","FC-047",2014,30,"2014-07-22","LC","L","Tarsalis",45,0,NA,NA,NA,"SE"
"CSU6038","FC-047",2014,30,"2014-07-22","LC","L","Pipiens",1,0,NA,NA,NA,"SE"
"CSU6048","FC-050",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6049","FC-050",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6050","FC-050",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6051","FC-050",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6052","FC-050",2014,30,"2014-07-22","LC","L","Tarsalis",8,0,NA,NA,NA,"SE"
"CSU6053","FC-050",2014,30,"2014-07-22","LC","L","Pipiens",24,0,NA,NA,NA,"SE"
"CSU5934","FC-053",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU5935","FC-053",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU5936","FC-053",2014,30,"2014-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU5937","FC-053",2014,30,"2014-07-21","LC","L","Tarsalis",34,0,NA,NA,NA,"SE"
"CSU5938","FC-053",2014,30,"2014-07-21","LC","L","Pipiens",3,0,NA,NA,NA,"SE"
"CSU5939","FC-053",2014,30,"2014-07-21","LC","L","Pipiens",2,0,NA,NA,NA,"SE"
"CSU6168","FC-054",2014,30,"2014-07-24","LC","L","Tarsalis",20,0,NA,NA,NA,"SE"
"CSU00000","FC-054",2014,30,"2014-07-24","LC","L","Pipiens",0,NA,NA,NA,NA,"SE"
"CSU6074","FC-059",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
"CSU6075","FC-059",2014,30,"2014-07-22","LC","L","Tarsalis",7,0,NA,NA,NA,"SE"
"CSU6076","FC-059",2014,30,"2014-07-22","LC","L","Pipiens",1,0,NA,NA,NA,"SE"
"CSU6097","FC-064",2014,30,"2014-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"SE"
